Country,year,remittances
"Micronesia, Fed. Sts.",1999,..
Moldova,1999,112
Monaco,1999,..
Mongolia,1999,7
Morocco,1999,1938
Mozambique,1999,38
Myanmar,1999,136
Namibia,1999,10
Nepal,1999,83
Netherlands,1999,1978
Netherlands Antilles,1999,22
New Caledonia,1999,..
New Zealand,1999,483
Nicaragua,1999,300
Niger,1999,27
Nigeria,1999,1301
Norway,1999,262
Oman,1999,39
Pakistan,1999,996
Palau,1999,..
Panama,1999,48
Papua New Guinea,1999,8
Paraguay,1999,268
Peru,1999,670
Philippines,1999,6918
Poland,1999,825
Portugal,1999,3569
Puerto Rico,1999,..
Qatar,1999,..
Romania,1999,96
Russian Federation,1999,1292
Rwanda,1999,5
Samoa,1999,45
San Marino,1999,..
Sao Tome and Principe,1999,1
Saudi Arabia,1999,..
Senegal,1999,186
Serbia and Montenegro,1999,948
Seychelles,1999,0.187175368
Sierra Leone,1999,22
Singapore,1999,..
Slovak Republic,1999,20
Slovenia,1999,226
Solomon Islands,1999,2
Somalia,1999,..
South Africa,1999,327
Spain,1999,4313
Sri Lanka,1999,1072
St. Kitts and Nevis,1999,4
St. Lucia,1999,3
St. Vincent and the Grenadines,1999,3
Sudan,1999,665
Suriname,1999,2
Swaziland,1999,70
Sweden,1999,472
Switzerland,1999,1222
Syrian Arab Republic,1999,198
Tajikistan,1999,..
Tanzania,1999,7
Thailand,1999,1460
Timor-Leste,1999,..
Togo,1999,23
Tonga,1999,..
Trinidad and Tobago,1999,54
Tunisia,1999,761
Turkey,1999,4529
Turkmenistan,1999,..
Uganda,1999,233
Ukraine,1999,18
United Arab Emirates,1999,..
United Kingdom,1999,3400
United States,1999,2748
Uruguay,1999,..
Uzbekistan,1999,..
Vanuatu,1999,26
"Venezuela, RB",1999,17
Vietnam,1999,..
Virgin Islands (U.S.),1999,..
West Bank and Gaza,1999,1138
"Yemen, Rep.",1999,1223
Zambia,1999,..
Zimbabwe,1999,..
Afghanistan,2000,..
Albania,2000,598
Algeria,2000,790
American Samoa,2000,..
Andorra,2000,..
Angola,2000,..
Antigua and Barbuda,2000,10
Argentina,2000,86
Armenia,2000,87
Aruba,2000,8
Australia,2000,1903
Austria,2000,1441
Azerbaijan,2000,57
"Bahamas, The",2000,..
Bahrain,2000,..
Bangladesh,2000,1968
Barbados,2000,102
Belarus,2000,139
Belgium,2000,4005
Belize,2000,22
Benin,2000,87
Bermuda,2000,..
Bhutan,2000,..
Bolivia,2000,127
Bosnia and Herzegovina,2000,1595
Botswana,2000,26
Brazil,2000,1649
Brunei,2000,..
Bulgaria,2000,58
Burkina Faso,2000,67
Burundi,2000,..
Cambodia,2000,121
Cameroon,2000,11
Canada,2000,..
Cape Verde,2000,87
Cayman Islands,2000,..
Central African Republic,2000,..
Chad,2000,..
Chile,2000,13
China,2000,6244.1
Colombia,2000,1610
Comoros,2000,12
"Congo, Dem. Rep.",2000,..
"Congo, Rep.",2000,10
Costa Rica,2000,136
Cote d'Ivoire,2000,119
Croatia,2000,641
Cuba,2000,..
Cyprus,2000,64
Czech Republic,2000,297
Denmark,2000,667
Djibouti,2000,..
Dominica,2000,3
Dominican Republic,2000,1839
Ecuador,2000,1322
"Egypt, Arab Rep.",2000,2852
El Salvador,2000,1765
Equatorial Guinea,2000,..
Eritrea,2000,3
Estonia,2000,3
Ethiopia,2000,53
Faeroe Islands,2000,..
Fiji,2000,24
Finland,2000,473
France,2000,8631
French Polynesia,2000,..
Gabon,2000,6
"Gambia, The",2000,14
Georgia,2000,274
Germany,2000,3644
Ghana,2000,32
Greece,2000,2194
Greenland,2000,..
Grenada,2000,22
Guam,2000,..
Guatemala,2000,596
Guinea,2000,1
Guinea-Bissau,2000,2
Guyana,2000,27
Haiti,2000,578
Honduras,2000,416
"Hong Kong, China",2000,136
Hungary,2000,281
Iceland,2000,88
India,2000,12890
Indonesia,2000,1190
"Iran, Islamic Rep.",2000,536
Iraq,2000,..
Ireland,2000,252
Israel,2000,328
Italy,2000,1937
Jamaica,2000,892
Japan,2000,1374
Jordan,2000,1845
Kazakhstan,2000,122
Kenya,2000,537.9
Kiribati,2000,7
"Korea, Dem. Rep.",2000,..
"Korea, Rep.",2000,735
Kuwait,2000,..
Kyrgyz Republic,2000,9
Lao PDR,2000,1
Latvia,2000,72
Lebanon,2000,1582
Lesotho,2000,252
Liberia,2000,..
Libya,2000,9
Liechtenstein,2000,..
Lithuania,2000,50
Luxembourg,2000,578.5
"Macao, China",2000,..
"Macedonia, FYR",2000,81
Madagascar,2000,11
Malawi,2000,1
Malaysia,2000,981
Maldives,2000,2
Mali,2000,73
Malta,2000,14
Marshall Islands,2000,..
Mauritania,2000,2
Mauritius,2000,177
Mayotte,2000,..
Mexico,2000,7525
"Micronesia, Fed. Sts.",2000,..
Moldova,2000,179
Monaco,2000,..
Mongolia,2000,12
Morocco,2000,2161
Mozambique,2000,37
Myanmar,2000,104
Namibia,2000,9
Nepal,2000,111
Netherlands,2000,1157
Netherlands Antilles,2000,12
New Caledonia,2000,..
New Zealand,2000,452
Nicaragua,2000,320
Niger,2000,14
Nigeria,2000,1391.8
Norway,2000,246
Oman,2000,39
Pakistan,2000,1075
Palau,2000,..
Panama,2000,16
Papua New Guinea,2000,7
Paraguay,2000,278
Peru,2000,718
Philippines,2000,6212
Poland,2000,1726
Portugal,2000,3406
Puerto Rico,2000,..
Qatar,2000,..
Romania,2000,96
Russian Federation,2000,1275
Rwanda,2000,7
Samoa,2000,45
San Marino,2000,..
Sao Tome and Principe,2000,0
Saudi Arabia,2000,..
Senegal,2000,233
Serbia and Montenegro,2000,1132
Seychelles,2000,3.159009302
Sierra Leone,2000,7
Singapore,2000,..
Slovak Republic,2000,18
Slovenia,2000,205
Solomon Islands,2000,2
Somalia,2000,..
South Africa,2000,344
Spain,2000,4517
Sri Lanka,2000,1166
St. Kitts and Nevis,2000,4
St. Lucia,2000,3
St. Vincent and the Grenadines,2000,3
Sudan,2000,641
Suriname,2000,..
Swaziland,2000,74
Sweden,2000,510
Switzerland,2000,1119
Syrian Arab Republic,2000,180
Tajikistan,2000,..
Tanzania,2000,8
Thailand,2000,1697
Timor-Leste,2000,..
Togo,2000,34
Tonga,2000,..
Trinidad and Tobago,2000,38
Tunisia,2000,796
Turkey,2000,4560
Turkmenistan,2000,..
Uganda,2000,238
Ukraine,2000,33
United Arab Emirates,2000,..
United Kingdom,2000,3614
United States,2000,2835
Uruguay,2000,..
Uzbekistan,2000,..
Vanuatu,2000,35
"Venezuela, RB",2000,17
Vietnam,2000,..
Virgin Islands (U.S.),2000,..
West Bank and Gaza,2000,1124
"Yemen, Rep.",2000,1288
Zambia,2000,..
Zimbabwe,2000,..
Afghanistan,2001,..
Albania,2001,699
Algeria,2001,670
American Samoa,2001,..
Andorra,2001,..
Angola,2001,..
Antigua and Barbuda,2001,16
Argentina,2001,190
Armenia,2001,94
Aruba,2001,10
Australia,2001,1783
Austria,2001,1519
Azerbaijan,2001,104
"Bahamas, The",2001,..
Bahrain,2001,..
Bangladesh,2001,2105
Barbados,2001,118
Belarus,2001,149
Belgium,2001,3811
Belize,2001,21
Benin,2001,84
Bermuda,2001,..
Bhutan,2001,..
Bolivia,2001,135
Bosnia and Herzegovina,2001,1521
Botswana,2001,26
Brazil,2001,1775
Brunei,2001,..
Bulgaria,2001,71
Burkina Faso,2001,50
Burundi,2001,..
Cambodia,2001,133
Cameroon,2001,11
Canada,2001,..
Cape Verde,2001,81
Cayman Islands,2001,..
Central African Republic,2001,..
Chad,2001,..
Chile,2001,12
China,2001,8385
Colombia,2001,2056
Comoros,2001,12
"Congo, Dem. Rep.",2001,..
"Congo, Rep.",2001,1
Costa Rica,2001,198
Cote d'Ivoire,2001,116
Croatia,2001,747
Cuba,2001,..
Cyprus,2001,105
Czech Republic,2001,257
Denmark,2001,699
Djibouti,2001,..
Dominica,2001,4
Dominican Republic,2001,1982
Ecuador,2001,1421
"Egypt, Arab Rep.",2001,2911
El Salvador,2001,1926
Equatorial Guinea,2001,..
Eritrea,2001,..
Estonia,2001,9
Ethiopia,2001,18
Faeroe Islands,2001,..
Fiji,2001,24
Finland,2001,491
France,2001,9194
French Polynesia,2001,..
Gabon,2001,5
"Gambia, The",2001,7
Georgia,2001,181
Germany,2001,3933
Ghana,2001,46
Greece,2001,2014
Greenland,2001,..
Grenada,2001,22
Guam,2001,..
Guatemala,2001,634
Guinea,2001,9
Guinea-Bissau,2001,10
Guyana,2001,22
Haiti,2001,624
Honduras,2001,540
"Hong Kong, China",2001,153
Hungary,2001,296
Iceland,2001,74
India,2001,14285
Indonesia,2001,1046
"Iran, Islamic Rep.",2001,682
Iraq,2001,..
Ireland,2001,244
Israel,2001,380
Italy,2001,2266
Jamaica,2001,1058
Japan,2001,1984
Jordan,2001,2011
Kazakhstan,2001,171
Kenya,2001,516.78
Kiribati,2001,7
"Korea, Dem. Rep.",2001,..
"Korea, Rep.",2001,652
Kuwait,2001,..
Kyrgyz Republic,2001,11
Lao PDR,2001,1
Latvia,2001,112
Lebanon,2001,2307
Lesotho,2001,209
Liberia,2001,..
Libya,2001,10
Liechtenstein,2001,..
Lithuania,2001,79
Luxembourg,2001,576.5
"Macao, China",2001,..
"Macedonia, FYR",2001,73
Madagascar,2001,11
Malawi,2001,1
Malaysia,2001,792
Maldives,2001,2
Mali,2001,88
Malta,2001,7
Marshall Islands,2001,..
Mauritania,2001,2
Mauritius,2001,215
Mayotte,2001,..
Mexico,2001,10146
"Micronesia, Fed. Sts.",2001,..
Moldova,2001,243
Monaco,2001,..
Mongolia,2001,25
Morocco,2001,3261
Mozambique,2001,42
Myanmar,2001,117
Namibia,2001,9
Nepal,2001,147
Netherlands,2001,1357
Netherlands Antilles,2001,24
New Caledonia,2001,..
New Zealand,2001,1034
Nicaragua,2001,336
Niger,2001,22
Nigeria,2001,1166.6
Norway,2001,254
Oman,2001,39
Pakistan,2001,1461
Palau,2001,..
Panama,2001,73
Papua New Guinea,2001,6
Paraguay,2001,264
Peru,2001,753
Philippines,2001,6164
Poland,2001,1995
Portugal,2001,3566
Puerto Rico,2001,..
Qatar,2001,..
Romania,2001,116
Russian Federation,2001,1403
Rwanda,2001,8
Samoa,2001,45
San Marino,2001,..
Sao Tome and Principe,2001,1
Saudi Arabia,2001,..
Senegal,2001,305
Serbia and Montenegro,2001,1698
Seychelles,2001,2
Sierra Leone,2001,7
Singapore,2001,..
Slovak Republic,2001,24
Slovenia,2001,200
Solomon Islands,2001,2
Somalia,2001,..
South Africa,2001,297
Spain,2001,4720
Sri Lanka,2001,1185
St. Kitts and Nevis,2001,4
St. Lucia,2001,4
St. Vincent and the Grenadines,2001,3
Sudan,2001,740
Suriname,2001,0.2
Swaziland,2001,74
Sweden,2001,543
Switzerland,2001,1301
Syrian Arab Republic,2001,170
Tajikistan,2001,..
Tanzania,2001,15.9
Thailand,2001,1252
Timor-Leste,2001,..
Togo,2001,69
Tonga,2001,53
Trinidad and Tobago,2001,41
Tunisia,2001,927
Turkey,2001,2786
Turkmenistan,2001,..
Uganda,2001,338
Ukraine,2001,141
United Arab Emirates,2001,..
United Kingdom,2001,4825
United States,2001,2931
Uruguay,2001,..
Uzbekistan,2001,..
Vanuatu,2001,53
"Venezuela, RB",2001,19
Vietnam,2001,2000
Virgin Islands (U.S.),2001,..
West Bank and Gaza,2001,799
"Yemen, Rep.",2001,1295
Zambia,2001,..
Zimbabwe,2001,..
Afghanistan,2002,..
Albania,2002,734
Algeria,2002,1070
American Samoa,2002,..
Andorra,2002,..
Angola,2002,..
Antigua and Barbuda,2002,11
Argentina,2002,189
Armenia,2002,131
Aruba,2002,10
Australia,2002,1795
Austria,2002,1711
Azerbaijan,2002,181
"Bahamas, The",2002,..
Bahrain,2002,..
Bangladesh,2002,2858
Barbados,2002,109
Belarus,2002,141
Belgium,2002,4674
Belize,2002,18
Benin,2002,76.2
Bermuda,2002,..
Bhutan,2002,..
Bolivia,2002,113
Bosnia and Herzegovina,2002,1526
Botswana,2002,27
Brazil,2002,2449
Brunei,2002,..
Bulgaria,2002,1177
Burkina Faso,2002,50
Burundi,2002,..
Cambodia,2002,140
Cameroon,2002,11
Canada,2002,..
Cape Verde,2002,85
Cayman Islands,2002,..
Central African Republic,2002,..
Chad,2002,..
Chile,2002,12
China,2002,13012
Colombia,2002,2480
Comoros,2002,12
"Congo, Dem. Rep.",2002,..
"Congo, Rep.",2002,1
Costa Rica,2002,250
Cote d'Ivoire,2002,120
Croatia,2002,885
Cuba,2002,..
Cyprus,2002,38
Czech Republic,2002,335
Denmark,2002,785
Djibouti,2002,..
Dominica,2002,4
Dominican Republic,2002,2195
Ecuador,2002,1438
"Egypt, Arab Rep.",2002,2893
El Salvador,2002,1953
Equatorial Guinea,2002,..
Eritrea,2002,..
Estonia,2002,19
Ethiopia,2002,33
Faeroe Islands,2002,..
Fiji,2002,24
Finland,2002,476
France,2002,10353
French Polynesia,2002,..
Gabon,2002,3
"Gambia, The",2002,7
Georgia,2002,231
Germany,2002,4685
Ghana,2002,44
Greece,2002,1659
Greenland,2002,..
Grenada,2002,23
Guam,2002,..
Guatemala,2002,1600
Guinea,2002,15
Guinea-Bissau,2002,18
Guyana,2002,51
Haiti,2002,676
Honduras,2002,718
"Hong Kong, China",2002,121
Hungary,2002,279
Iceland,2002,74
India,2002,15754
Indonesia,2002,1259
"Iran, Islamic Rep.",2002,851
Iraq,2002,..
Ireland,2002,316
Israel,2002,306
Italy,2002,2263
Jamaica,2002,1261
Japan,2002,1821
Jordan,2002,2135
Kazakhstan,2002,205
Kenya,2002,395.34
Kiribati,2002,7
"Korea, Dem. Rep.",2002,..
"Korea, Rep.",2002,662
Kuwait,2002,..
Kyrgyz Republic,2002,37
Lao PDR,2002,1
Latvia,2002,138
Lebanon,2002,2544
Lesotho,2002,194
Liberia,2002,..
Libya,2002,7
Liechtenstein,2002,..
Lithuania,2002,109
Luxembourg,2002,826
"Macao, China",2002,..
"Macedonia, FYR",2002,106
Madagascar,2002,17
Malawi,2002,1
Malaysia,2002,959
Maldives,2002,2
Mali,2002,137
Malta,2002,23
Marshall Islands,2002,..
Mauritania,2002,2
Mauritius,2002,215
Mayotte,2002,..
Mexico,2002,11029
"Micronesia, Fed. Sts.",2002,..
Moldova,2002,324
Monaco,2002,..
Mongolia,2002,56
Morocco,2002,2877
Mozambique,2002,53
Myanmar,2002,106
Namibia,2002,7
Nepal,2002,678
Netherlands,2002,1215
Netherlands Antilles,2002,25
New Caledonia,2002,..
New Zealand,2002,1381
Nicaragua,2002,377
Niger,2002,19
Nigeria,2002,1208.9
Norway,2002,302
Oman,2002,39
Pakistan,2002,3554
Palau,2002,..
Panama,2002,85
Papua New Guinea,2002,6
Paraguay,2002,202
Peru,2002,705
Philippines,2002,9735
Poland,2002,1989
Portugal,2002,2858
Puerto Rico,2002,..
Qatar,2002,..
Romania,2002,143
Russian Federation,2002,1359
Rwanda,2002,7
Samoa,2002,1
San Marino,2002,..
Sao Tome and Principe,2002,1
Saudi Arabia,2002,..
Senegal,2002,344
Serbia and Montenegro,2002,2089
Seychelles,2002,2
Sierra Leone,2002,22
Singapore,2002,..
Slovak Republic,2002,24
Slovenia,2002,215
Solomon Islands,2002,2
Somalia,2002,..
South Africa,2002,288
Spain,2002,5178
Sri Lanka,2002,1309
St. Kitts and Nevis,2002,3
St. Lucia,2002,4
St. Vincent and the Grenadines,2002,4
Sudan,2002,978
Suriname,2002,15
Swaziland,2002,62
Sweden,2002,540
Switzerland,2002,1372
Syrian Arab Republic,2002,135
Tajikistan,2002,79
Tanzania,2002,12.1
Thailand,2002,1380
Timor-Leste,2002,..
Togo,2002,104
Tonga,2002,66
Trinidad and Tobago,2002,79
Tunisia,2002,1071
Turkey,2002,1936
Turkmenistan,2002,..
Uganda,2002,416
Ukraine,2002,209
United Arab Emirates,2002,..
United Kingdom,2002,4485
United States,2002,2811
Uruguay,2002,36
Uzbekistan,2002,..
Vanuatu,2002,8
"Venezuela, RB",2002,19
Vietnam,2002,2714
Virgin Islands (U.S.),2002,..
West Bank and Gaza,2002,679
"Yemen, Rep.",2002,1294
Zambia,2002,..
Zimbabwe,2002,..
Afghanistan,2003,..
Albania,2003,889
Algeria,2003,1750
American Samoa,2003,..
Andorra,2003,..
Angola,2003,..
Antigua and Barbuda,2003,11
Argentina,2003,256
Armenia,2003,686.1313869
Aruba,2003,11
Australia,2003,2228
Austria,2003,2310
Azerbaijan,2003,171
"Bahamas, The",2003,..
Bahrain,2003,..
Bangladesh,2003,3192
Barbados,2003,114
Belarus,2003,222
Belgium,2003,5871
Belize,2003,21
Benin,2003,55.4
Bermuda,2003,..
Bhutan,2003,..
Bolivia,2003,159
Bosnia and Herzegovina,2003,1749
Botswana,2003,39
Brazil,2003,2822
Brunei,2003,..
Bulgaria,2003,1718
Burkina Faso,2003,50
Burundi,2003,..
Cambodia,2003,138
Cameroon,2003,11
Canada,2003,..
Cape Verde,2003,92
Cayman Islands,2003,..
Central African Republic,2003,..
Chad,2003,..
Chile,2003,13
China,2003,17814.8
Colombia,2003,3076
Comoros,2003,12
"Congo, Dem. Rep.",2003,..
"Congo, Rep.",2003,13
Costa Rica,2003,321
Cote d'Ivoire,2003,142
Croatia,2003,1085
Cuba,2003,..
Cyprus,2003,66
Czech Republic,2003,499
Denmark,2003,941
Djibouti,2003,..
Dominica,2003,4
Dominican Republic,2003,2326
Ecuador,2003,1545
"Egypt, Arab Rep.",2003,2961
El Salvador,2003,2122
Equatorial Guinea,2003,..
Eritrea,2003,..
Estonia,2003,51
Ethiopia,2003,46.5
Faeroe Islands,2003,..
Fiji,2003,24
Finland,2003,524
France,2003,11310
French Polynesia,2003,..
Gabon,2003,6
"Gambia, The",2003,8
Georgia,2003,238
Germany,2003,5697
Ghana,2003,65
Greece,2003,1564
Greenland,2003,..
Grenada,2003,23
Guam,2003,..
Guatemala,2003,2147
Guinea,2003,111
Guinea-Bissau,2003,23
Guyana,2003,99
Haiti,2003,811
Honduras,2003,867
"Hong Kong, China",2003,120
Hungary,2003,295
Iceland,2003,96
India,2003,21727
Indonesia,2003,1489
"Iran, Islamic Rep.",2003,1178
Iraq,2003,..
Ireland,2003,337
Israel,2003,299
Italy,2003,2140
Jamaica,2003,1399
Japan,2003,1079
Jordan,2003,2201
Kazakhstan,2003,147
Kenya,2003,494.34
Kiribati,2003,7
"Korea, Dem. Rep.",2003,..
"Korea, Rep.",2003,827
Kuwait,2003,..
Kyrgyz Republic,2003,78
Lao PDR,2003,1
Latvia,2003,173
Lebanon,2003,4850
Lesotho,2003,288
Liberia,2003,..
Libya,2003,8
Liechtenstein,2003,..
Lithuania,2003,115
Luxembourg,2003,1034
"Macao, China",2003,..
"Macedonia, FYR",2003,174
Madagascar,2003,16
Malawi,2003,1
Malaysia,2003,987
Maldives,2003,2
Mali,2003,154
Malta,2003,27
Marshall Islands,2003,..
Mauritania,2003,2
Mauritius,2003,215
Mayotte,2003,..
Mexico,2003,14911
"Micronesia, Fed. Sts.",2003,..
Moldova,2003,487
Monaco,2003,..
Mongolia,2003,129
Morocco,2003,3614
Mozambique,2003,70
Myanmar,2003,85.3
Namibia,2003,12
Nepal,2003,771.1
Netherlands,2003,2024
Netherlands Antilles,2003,8
New Caledonia,2003,..
New Zealand,2003,1355
Nicaragua,2003,439
Niger,2003,25.5
Nigeria,2003,1062.8
Norway,2003,356
Oman,2003,39
Pakistan,2003,3964
Palau,2003,..
Panama,2003,94
Papua New Guinea,2003,6
Paraguay,2003,223
Peru,2003,860
Philippines,2003,10243
Poland,2003,2655
Portugal,2003,2954
Puerto Rico,2003,..
Qatar,2003,..
Romania,2003,124
Russian Federation,2003,1453
Rwanda,2003,9
Samoa,2003,1
San Marino,2003,..
Sao Tome and Principe,2003,1
Saudi Arabia,2003,..
Senegal,2003,511
Serbia and Montenegro,2003,2661
Seychelles,2003,5
Sierra Leone,2003,26
Singapore,2003,..
Slovak Republic,2003,424
Slovenia,2003,268
Solomon Islands,2003,2
Somalia,2003,..
South Africa,2003,435
Spain,2003,6071.7
Sri Lanka,2003,1438
St. Kitts and Nevis,2003,3
St. Lucia,2003,4
St. Vincent and the Grenadines,2003,4
Sudan,2003,1224
Suriname,2003,23
Swaziland,2003,88
Sweden,2003,578
Switzerland,2003,1706
Syrian Arab Republic,2003,889
Tajikistan,2003,146
Tanzania,2003,9.1
Thailand,2003,1607
Timor-Leste,2003,..
Togo,2003,148
Tonga,2003,66
Trinidad and Tobago,2003,87
Tunisia,2003,1250
Turkey,2003,729
Turkmenistan,2003,..
Uganda,2003,285
Ukraine,2003,330
United Arab Emirates,2003,..
United Kingdom,2003,5029
United States,2003,2813
Uruguay,2003,62
Uzbekistan,2003,..
Vanuatu,2003,9
"Venezuela, RB",2003,21
Vietnam,2003,2700
Virgin Islands (U.S.),2003,..
West Bank and Gaza,2003,692
"Yemen, Rep.",2003,1270
Zambia,2003,..
Zimbabwe,2003,..
Afghanistan,2004,..
Albania,2004,1160
Algeria,2004,2460
American Samoa,2004,..
Andorra,2004,..
Angola,2004,..
Antigua and Barbuda,2004,11
Argentina,2004,292
Armenia,2004,813.0656934
Aruba,2004,13
Australia,2004,2744
Austria,2004,2475
Azerbaijan,2004,227
"Bahamas, The",2004,..
Bahrain,2004,..
Bangladesh,2004,3583.8
Barbados,2004,109
Belarus,2004,243
Belgium,2004,6863
Belize,2004,25
Benin,2004,55.4
Bermuda,2004,..
Bhutan,2004,..
Bolivia,2004,210
Bosnia and Herzegovina,2004,1839
Botswana,2004,39
Brazil,2004,3576
Brunei,2004,..
Bulgaria,2004,2244
Burkina Faso,2004,50
Burundi,2004,0.041783615
Cambodia,2004,177.4
Cameroon,2004,11
Canada,2004,..
Cape Verde,2004,92
Cayman Islands,2004,..
Central African Republic,2004,..
Chad,2004,..
Chile,2004,13
China,2004,19014
Colombia,2004,3190
Comoros,2004,12
"Congo, Dem. Rep.",2004,..
"Congo, Rep.",2004,15
Costa Rica,2004,319
Cote d'Ivoire,2004,148
Croatia,2004,1221
Cuba,2004,..
Cyprus,2004,243
Czech Republic,2004,808
Denmark,2004,1075
Djibouti,2004,..
Dominica,2004,4
Dominican Republic,2004,2501
Ecuador,2004,1610.2
"Egypt, Arab Rep.",2004,3341
El Salvador,2004,2564
Equatorial Guinea,2004,..
Eritrea,2004,..
Estonia,2004,167
Ethiopia,2004,134
Faeroe Islands,2004,..
Fiji,2004,24
Finland,2004,577
France,2004,12662.7
French Polynesia,2004,..
Gabon,2004,6
"Gambia, The",2004,8
Georgia,2004,303
Germany,2004,6557
Ghana,2004,82
Greece,2004,1242
Greenland,2004,..
Grenada,2004,23
Guam,2004,..
Guatemala,2004,2592
Guinea,2004,42
Guinea-Bissau,2004,23
Guyana,2004,100
Haiti,2004,876
Honduras,2004,1151
"Hong Kong, China",2004,240
Hungary,2004,307
Iceland,2004,112
India,2004,19843
Indonesia,2004,1866.3
"Iran, Islamic Rep.",2004,1032
Iraq,2004,..
Ireland,2004,359
Israel,2004,398
Italy,2004,2172
Jamaica,2004,1623.1
Japan,2004,930
Jordan,2004,2331
Kazakhstan,2004,167
Kenya,2004,494.34
Kiribati,2004,7
"Korea, Dem. Rep.",2004,..
"Korea, Rep.",2004,799
Kuwait,2004,..
Kyrgyz Republic,2004,189
Lao PDR,2004,1
Latvia,2004,230
Lebanon,2004,5723
Lesotho,2004,355
Liberia,2004,..
Libya,2004,10
Liechtenstein,2004,..
Lithuania,2004,325
Luxembourg,2004,1169
"Macao, China",2004,..
"Macedonia, FYR",2004,213
Madagascar,2004,16
Malawi,2004,1
Malaysia,2004,987
Maldives,2004,3
Mali,2004,155
Malta,2004,32
Marshall Islands,2004,..
Mauritania,2004,2
Mauritius,2004,215
Mayotte,2004,..
Mexico,2004,18143
"Micronesia, Fed. Sts.",2004,..
Moldova,2004,705
Monaco,2004,..
Mongolia,2004,202
Morocco,2004,4220.8
Mozambique,2004,58
Myanmar,2004,117
Namibia,2004,16
Nepal,2004,822.6
Netherlands,2004,2164.3
Netherlands Antilles,2004,5
New Caledonia,2004,..
New Zealand,2004,1280
Nicaragua,2004,519
Niger,2004,25.5
Nigeria,2004,2272.7
Norway,2004,392
Oman,2004,39
Pakistan,2004,3945
Palau,2004,..
Panama,2004,105
Papua New Guinea,2004,6
Paraguay,2004,238
Peru,2004,1123
Philippines,2004,11471
Poland,2004,2710
Portugal,2004,3226
Puerto Rico,2004,..
Qatar,2004,..
Romania,2004,132
Russian Federation,2004,2668
Rwanda,2004,10
Samoa,2004,1
San Marino,2004,..
Sao Tome and Principe,2004,1
Saudi Arabia,2004,..
Senegal,2004,511
Serbia and Montenegro,2004,4129
Seychelles,2004,7
Sierra Leone,2004,24.7
Singapore,2004,..
Slovak Republic,2004,424
Slovenia,2004,290
Solomon Islands,2004,2
Somalia,2004,..
South Africa,2004,523
Spain,2004,7528
Sri Lanka,2004,1589.6
St. Kitts and Nevis,2004,3
St. Lucia,2004,4
St. Vincent and the Grenadines,2004,4
Sudan,2004,1403
Suriname,2004,9
Swaziland,2004,89
Sweden,2004,643
Switzerland,2004,1889
Syrian Arab Republic,2004,855
Tajikistan,2004,252
Tanzania,2004,10.9
Thailand,2004,1622
Timor-Leste,2004,..
Togo,2004,148
Tonga,2004,66
Trinidad and Tobago,2004,87
Tunisia,2004,1432
Turkey,2004,804
Turkmenistan,2004,..
Uganda,2004,347
Ukraine,2004,411
United Arab Emirates,2004,..
United Kingdom,2004,6350
United States,2004,2878
Uruguay,2004,70
Uzbekistan,2004,..
Vanuatu,2004,10
"Venezuela, RB",2004,20
Vietnam,2004,3200
Virgin Islands (U.S.),2004,..
West Bank and Gaza,2004,692
"Yemen, Rep.",2004,1283
Zambia,2004,..
Zimbabwe,2004,..
Afghanistan,2005,..
Albania,2005,1290
Algeria,2005,1950
American Samoa,2005,..
Andorra,2005,..
Angola,2005,..
Antigua and Barbuda,2005,11
Argentina,2005,412
Armenia,2005,940
Aruba,2005,12
Australia,2005,2858
Austria,2005,2941
Azerbaijan,2005,693
"Bahamas, The",2005,..
Bahrain,2005,..
Bangladesh,2005,4251
Barbados,2005,109
Belarus,2005,330
Belgium,2005,7158
Belize,2005,25
Benin,2005,55.4
Bermuda,2005,..
Bhutan,2005,..
Bolivia,2005,338
Bosnia and Herzegovina,2005,1844
Botswana,2005,39
Brazil,2005,3540
Brunei,2005,..
Bulgaria,2005,2037
Burkina Faso,2005,50
Burundi,2005,0.041783615
Cambodia,2005,200
Cameroon,2005,11
Canada,2005,..
Cape Verde,2005,92
Cayman Islands,2005,..
Central African Republic,2005,..
Chad,2005,..
Chile,2005,3
China,2005,22492
Colombia,2005,3346
Comoros,2005,12
"Congo, Dem. Rep.",2005,..
"Congo, Rep.",2005,11
Costa Rica,2005,421
Cote d'Ivoire,2005,148
Croatia,2005,1222
Cuba,2005,..
Cyprus,2005,187
Czech Republic,2005,1017
Denmark,2005,1075
Djibouti,2005,..
Dominica,2005,4
Dominican Republic,2005,2700
Ecuador,2005,1678
"Egypt, Arab Rep.",2005,3341
El Salvador,2005,2830
Equatorial Guinea,2005,..
Eritrea,2005,..
Estonia,2005,265
Ethiopia,2005,134
Faeroe Islands,2005,..
Fiji,2005,24
Finland,2005,606
France,2005,12742
French Polynesia,2005,..
Gabon,2005,6
"Gambia, The",2005,8
Georgia,2005,346
Germany,2005,6542
Ghana,2005,99
Greece,2005,1220
Greenland,2005,..
Grenada,2005,23
Guam,2005,..
Guatemala,2005,2990
Guinea,2005,42
Guinea-Bissau,2005,23
Guyana,2005,100
Haiti,2005,919
Honduras,2005,1796
"Hong Kong, China",2005,240
Hungary,2005,300
Iceland,2005,88
India,2005,23548
Indonesia,2005,1865
"Iran, Islamic Rep.",2005,1032
Iraq,2005,..
